"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnkufrac.1." "M_lnCltot.1." "M_lnClmet.1." "M_lnVdist.1." "M_lnVdistmet.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnkufrac.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "GSD_Ccpt.1." "GSD_Cmet.1." "GSD_Qu.1." "GSD_Q_fec.1." "GSD_Qu_met.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnkufrac.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnkufrac.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnkufrac.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnkufrac.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnkufrac.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnkufrac.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnkufrac.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnkufrac.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "lnFgutabs.1.9." "lnkgutelim.1.9." "lnkufrac.1.9." "lnVdist.1.9." "lnVdistmet.1.9." "lnFgutabs.1.10." "lnkgutelim.1.10." "lnkufrac.1.10." "lnVdist.1.10." "lnVdistmet.1.10." "LnPrior" "LnData" "LnPosterior"
520 -1.36862 1.31059 -1.36883 -3.77 -2.16223 -1.03612 -1.68023 0.223111 0.674515 0.450047 0.561032 0.15138 1.29887 1.21311 1.2922 1.18187 1.29945 -0.350782 -0.839331 1.6633 -0.648539 -0.836732 1.00731 1.36142 -1.7946 0.807964 -0.0329034 -0.901521 -0.754014 1.30354 -0.386344 -0.0211979 0.0411385 -4.16217 -0.278344 -0.183268 -0.497015 -0.160213 -0.0340763 1.94663 0.2245 -0.150877 -0.475869 1.33895 -1.23671 -0.293594 -2.39893 -0.748395 1.91095 0.560776 -3.58906 -1.49556 -0.012814 1.59118 2.0891 -0.425965 0.920634 0.103506 0.372691 0.0555408 0.352617 -1.5447 -1.75927 -0.689211 -1.68992 0.522206 -0.522203 -100.3042 -980.9727 -1081.277
610 -1.06257 1.81949 -1.23478 -3.6824 -0.847632 -1.2095 -1.60924 0.196357 0.825643 0.548264 0.607026 0.111076 1.29899 1.22392 1.29857 1.20939 1.29984 -0.863735 -0.225649 1.16433 0.0331146 -1.34373 0.637334 -0.407398 -1.91229 0.947228 2.09026 1.05732 -1.12567 0.869033 0.158463 0.18687 0.174205 -3.318 -0.408356 0.641191 -1.36961 -1.10855 -0.673038 1.18512 0.387038 0.40018 -0.457047 0.914572 -0.756515 0.152183 -1.73032 0.314829 0.769745 0.505677 -2.76047 0.0539786 -1.65416 0.396369 1.24885 0.0544419 -0.822931 0.361904 0.227471 -0.0696001 0.81091 -1.25687 1.02974 0.647296 -1.44756 1.02949 1.51054 -96.76069 -974.6204 -1071.381
880 -1.28892 1.48057 -1.41133 -3.72002 -2.99247 -1.16729 -2.79794 0.455397 0.703179 0.469997 0.46351 0.363434 1.29901 1.19834 1.29769 1.21173 1.29949 -2.93645 -0.766085 1.32123 -0.44729 -1.78384 -0.625362 0.407051 -1.20102 1.50607 0.655793 1.57658 -1.11193 1.42162 -0.399645 -1.22357 1.04524 -3.75588 -0.280751 0.617579 -0.393024 0.753294 1.94413 1.69224 0.562593 -1.14477 -0.346563 0.58239 -0.73501 0.0168013 0.250114 -1.2209 2.08079 0.516977 -3.52441 -0.915226 1.5334 0.433307 1.62631 -0.129753 -0.692753 -2.62762 0.0198807 0.225667 1.13368 -1.37891 0.510031 -0.444202 -1.56947 1.23893 -0.101863 -109.3318 -980.3052 -1089.637
750 -0.0809882 1.25362 -1.2606 -3.70229 -0.254227 -1.25037 -1.56619 0.161073 0.885078 0.421515 0.564864 0.212268 1.29959 1.11707 1.29222 1.21692 1.29732 -0.334539 1.19562 1.65586 -0.105312 0.722388 -0.701563 0.708712 -2.05573 1.07516 -0.545869 0.489322 -0.685876 1.08486 -0.191095 -0.202799 -0.13772 -2.7447 -0.141799 0.672173 -0.395159 0.401727 -0.396211 1.64602 0.481106 -1.42139 0.533167 0.716831 -1.77206 -0.287363 -0.209011 -0.218225 1.89542 0.675687 -2.83797 -0.050403 0.0228637 0.409379 1.85041 0.0259023 -0.642643 -0.577197 1.04712 -0.292819 0.970742 -0.197325 0.0825258 -0.0197651 -1.62777 1.3914 -0.644342 -93.92152 -981.3828 -1075.304
740 -1.79162 1.17867 -1.02498 -3.73905 1.26714 -0.989324 -2.25682 0.0740753 0.781915 0.385133 0.456837 0.179414 1.29893 1.19694 1.29638 1.1207 1.29905 2.02295 0.372877 1.29985 -0.077804 0.579152 0.13129 1.26785 -2.33637 1.25587 0.374498 -2.15527 -0.880606 0.319939 -1.37691 1.24079 0.489255 -3.13027 -1.51514 -0.383959 -0.314448 -0.767681 0.791925 1.12522 -0.0451083 -0.685645 1.05519 1.04532 -1.99399 -0.772192 -1.49947 -0.785584 0.659308 -0.38331 -3.96009 0.812282 -0.272663 0.728734 1.1533 -0.560245 -1.06937 -0.506057 2.39835 -0.769894 0.60644 0.774926 -0.777576 1.12084 -2.6095 0.919479 -0.353745 -109.5573 -977.4836 -1087.041
640 -1.19064 2.07264 -1.24675 -3.66443 -1.27569 -1.40814 -1.09591 0.109323 0.708414 0.5162 0.529381 0.13373 1.29999 1.13043 1.28947 1.23675 1.29983 -1.53267 -0.135055 1.03148 0.259457 1.09862 0.907633 0.876702 -2.00575 1.51486 0.367987 -0.399474 -2.27185 0.86634 -0.296964 0.230438 -0.0140211 -4.42645 -0.581935 0.690298 1.23532 -2.21875 -0.243191 1.09766 0.784087 -0.0546647 -0.156058 0.202045 -1.26389 0.290584 -0.129853 1.51492 1.59175 0.371299 -2.82642 1.35826 0.39955 0.204172 1.28892 0.309355 0.801015 0.540891 0.360957 -0.300234 1.14553 -1.44791 1.3418 -0.529746 -1.81621 1.38005 -0.103727 -100.4929 -975.5045 -1075.997
690 -1.80098 1.40341 -1.46528 -3.65782 -2.6422 -1.30769 -2.16908 0.267686 0.671437 0.473913 0.533606 0.20863 1.29913 1.13484 1.3 1.1268 1.29938 0.687473 -0.124964 1.8694 0.547058 -1.1408 0.0606671 1.20626 -1.35747 1.55581 -1.55919 0.093402 -0.652328 1.48158 0.0947422 1.23539 -0.349916 -2.87671 0.039813 1.16767 0.713232 -2.10294 1.61942 1.99795 0.719847 0.150728 0.80031 2.16597 -1.06811 0.224818 0.217138 0.856752 1.03505 0.390695 -2.79763 0.272691 0.553912 1.15014 1.93487 0.146029 -0.905353 -1.21243 0.728351 0.40103 1.12471 -0.0487909 1.1476 1.18838 -1.26199 1.59068 0.0568624 -96.15237 -976.6475 -1072.8
590 -2.17337 1.74873 -1.21285 -3.74517 -3.28346 -1.23058 -3.23044 0.116799 0.918532 0.480886 0.662324 0.372806 1.29963 1.17363 1.29785 1.2188 1.29976 1.11091 -1.15584 1.20942 0.183021 2.08616 0.365996 -0.0135662 -1.39413 0.950217 0.411639 1.4804 -0.866755 1.01478 -0.427929 1.1511 2.01397 -3.318 -0.588211 0.1617 -1.04015 -0.820529 -0.33602 1.25031 0.235733 -0.921016 1.89555 -0.00923147 -1.61192 -0.125122 -0.419118 -1.73279 0.945486 0.465957 -2.68261 -0.344961 -1.33267 1.34489 1.33527 -0.0804503 -1.35737 1.66334 -0.672429 -0.213943 0.682001 -1.26478 -1.40964 -0.406886 -1.76973 1.02949 0.165513 -106.4875 -976.7487 -1083.236
740 -2.29642 1.62668 -1.2834 -3.71727 -2.41661 -1.26164 -1.85998 0.144448 0.955207 0.429536 0.572292 0.0716912 1.29959 1.10635 1.2879 1.25831 1.29893 0.863489 -1.09467 1.84612 -0.211717 1.07994 -1.81409 0.0483808 -1.97485 1.17881 1.1102 -0.595458 -0.778248 0.895756 -0.285435 -0.660881 0.951319 -2.79855 -0.266093 0.695482 -0.0149224 0.420264 0.0326013 1.65822 0.47952 0.0641383 -0.656967 1.29528 -1.56364 0.067707 -1.12672 -0.864362 1.80283 0.388632 -2.51825 1.24458 -0.731069 0.866962 1.82207 0.0624979 -0.0753071 -2.68892 -0.414154 -0.151207 0.832193 -1.20324 -0.852654 0.578086 -1.89709 1.11714 -0.0971387 -99.16992 -978.9235 -1078.093
940 -1.98973 0.990729 -1.28992 -3.80383 -0.962566 -1.2288 -0.548228 0.0760279 0.65876 0.497328 0.594417 0.118978 1.29925 1.29512 1.29657 1.14903 1.29887 0.214054 -0.372615 1.29501 -0.149882 -0.0912932 -0.357863 1.53004 -1.65551 1.00152 -0.556523 -0.571929 0.238238 1.18091 -0.000551694 -0.371214 -0.566634 -4.1091 -0.366054 -0.310798 0.265407 -1.24407 0.80586 1.31533 0.456712 -0.540136 -0.400138 1.20509 -1.03642 -0.225203 -2.03204 0.201496 1.13414 0.255494 -3.13831 0.314517 -0.451896 0.941239 1.47746 -0.0623322 0.862036 -0.610062 1.84121 0.286699 0.806338 -0.262167 0.76704 -0.123371 -1.31334 1.04901 1.62561 -91.97533 -983.1471 -1075.122
580 -1.60736 1.60787 -1.35822 -3.68537 -1.33037 -0.976678 -2.05571 0.078278 0.617264 0.463493 0.408959 0.299925 1.29773 1.27745 1.29155 1.20717 1.29997 -0.612218 -0.911114 1.8459 -0.564674 -0.541536 -0.367777 1.15522 -1.5465 1.14688 -0.105698 0.142054 -1.34713 0.931263 -0.814726 0.123211 0.0355691 -4.64633 -0.447887 -0.168242 0.108753 0.55967 0.528498 1.51211 -0.237898 0.58251 -0.184466 0.856812 -1.05856 -0.653914 -1.20367 -0.706056 0.302368 0.548882 -4.79568 -1.08109 -0.394657 0.964792 1.79933 -0.738382 -0.863896 -0.0481868 1.41571 0.430674 1.02521 -0.124778 -0.721302 0.377216 -1.9702 0.514334 -0.122992 -99.19976 -976.2509 -1075.451
670 -0.895962 1.63487 -1.1806 -3.7919 -1.75106 -1.0474 -1.70835 0.238474 0.702845 0.468924 0.490212 0.0240847 1.29962 1.27169 1.29819 1.17218 1.29956 -0.0401292 -0.137134 1.21353 -0.49156 1.36584 0.640032 0.517497 -1.88054 0.778704 0.580696 -0.558816 1.35665 0.747502 -0.511517 -0.812443 0.203725 -3.93222 -0.882838 0.11085 0.0830597 0.481462 0.283901 1.45647 0.0760952 0.29136 0.668942 1.16444 -1.16635 -0.507266 -0.474285 0.971043 0.339901 0.211707 -4.05855 -0.280441 0.65721 1.05077 1.34969 -0.276945 0.674428 1.22557 1.46397 -0.211173 0.525827 0.271168 0.721621 1.11322 -1.79601 1.00572 -0.0127857 -92.87837 -978.2687 -1071.147
730 -1.52379 0.75888 -1.47176 -3.76245 -1.81685 -1.27781 -2.7338 0.365981 0.618468 0.494655 0.530079 0.0437208 1.29887 1.28735 1.29967 1.13925 1.29973 2.75435 0.106424 1.79655 -0.0127605 -0.649867 -1.98808 1.37731 -1.47069 1.16327 -0.176007 -1.83015 0.266738 1.48835 0.00474942 -0.285739 -0.613637 -2.97591 0.203628 0.63171 0.990848 0.387859 0.529791 1.66124 0.435313 -1.06773 0.398706 3.23837 -0.848174 0.00116546 0.322853 1.33786 2.04681 0.759216 -3.30201 -1.25547 0.508727 2.01706 1.63917 -0.116301 -0.445385 0.488414 1.6761 0.103158 1.05683 1.41129 -0.787758 2.0389 -1.49706 1.27087 2.87183 -111.5671 -972.3932 -1083.96
680 -1.98948 1.46092 -1.44024 -3.72839 -2.72345 -1.28562 -3.19417 0.0305373 0.601371 0.473913 0.476623 0.184048 1.2974 1.13857 1.29023 1.14682 1.29804 -0.85322 -0.254237 1.61866 0.0726272 -0.171509 -1.15559 1.26741 -1.2845 1.50719 -0.860332 0.500272 0.657447 1.37177 -0.00713225 0.517918 1.2586 -3.679 0.149711 0.939777 0.764281 -1.25953 1.98695 1.99795 0.760466 0.54721 0.689712 1.88878 -0.880556 0.0383746 0.555584 0.158449 1.31596 1.08116 -3.16693 -0.561607 -0.157886 0.668169 1.7557 0.0388556 -0.319628 0.153788 0.554 0.277681 1.29498 -0.659957 -0.159529 0.756372 -1.26199 1.57564 1.18323 -94.81663 -981.9391 -1076.756
750 -1.95546 1.80426 -1.3892 -3.71723 -0.503368 -1.24376 -2.17072 0.0695441 0.669871 0.452446 0.440234 0.119531 1.29884 1.23739 1.29873 1.20348 1.29904 2.12078 0.399481 1.73838 0.321777 -0.2859 0.222874 1.53353 -1.52652 1.26458 -0.808768 -0.298721 -0.577423 1.51919 -0.0928292 -1.55331 1.51672 -4.44891 0.186717 1.10522 1.31983 1.13345 0.153678 1.79945 0.604818 -0.098513 0.673874 -0.397316 -0.833954 -0.0610049 -0.389861 -0.920373 0.376144 0.22772 -3.74085 0.344459 -0.792324 -0.78212 1.72325 -0.382199 0.421099 -1.39862 0.327495 0.203616 1.40867 -1.54642 -0.268477 -0.177785 -1.69778 1.35258 -0.809013 -102.383 -979.1339 -1081.517
720 -1.09305 0.844772 -1.45218 -3.70123 -2.355 -1.26092 -1.46241 0.25988 0.574823 0.471924 0.50939 0.0407364 1.29927 1.29896 1.29603 1.12736 1.29942 1.40011 1.94926 1.8778 0.187056 -0.428424 -0.308488 1.69984 -1.46633 1.097 2.27033 -0.509464 -0.312473 1.49858 0.293718 1.51527 1.16914 -3.33545 -0.287188 0.484332 -0.0556754 1.45891 0.959652 2.02428 0.655071 0.117276 -1.00101 3.23837 -1.22904 0.0534478 -0.854771 -0.245331 1.90848 0.943378 -3.349 -0.0431221 -1.08162 1.96279 1.61205 -0.091964 0.979824 -0.666284 1.58744 0.579897 1.06115 1.61545 1.46079 0.773406 -1.34607 1.40248 -0.345282 -105.2414 -981.5896 -1086.831
580 -0.43351 1.72194 -1.19129 -3.69777 -3.14741 -1.07744 -2.9064 0.237796 0.576435 0.564367 0.543869 0.338152 1.29988 1.15049 1.29858 1.17658 1.29992 0.684187 -0.0528234 1.00091 -0.204602 -2.07846 -0.282616 0.513518 -1.46538 0.895015 0.96485 0.636894 -0.382882 0.733694 -0.235888 0.333861 -0.419205 -4.39725 -0.514243 0.38084 -0.0951965 -1.01166 -0.808447 1.02854 0.222798 0.110635 -0.938864 -0.00199394 -1.38822 -0.130517 1.99419 -0.748003 -0.0299236 0.0405093 -3.30435 0.14303 0.140008 2.64077 0.94925 -0.389443 -0.538526 0.419468 0.543901 -0.170384 0.560336 -1.07469 -1.50307 0.216157 -1.67553 0.662773 -1.29095 -97.42456 -972.923 -1070.348
620 -1.90198 1.85562 -1.26991 -3.70534 0.892285 -1.32029 -1.42691 0.193099 0.626263 0.505769 0.527839 0.036375 1.29865 1.24258 1.29412 1.29703 1.29991 0.97273 -0.0837192 1.44082 0.229171 0.192247 0.954954 0.203125 -1.10569 1.66374 0.22425 -1.88863 -0.555877 0.745317 0.159653 0.353761 0.928434 -4.65943 -0.548863 0.762039 -0.342819 -1.49855 0.870214 1.16104 0.721592 0.65966 -0.805498 0.80592 -1.03899 0.0547996 0.685139 -1.53561 -0.113359 0.433345 -2.9137 -2.5282 -0.213526 1.46786 1.45662 0.178157 -0.866408 1.62838 1.59466 -0.287106 1.18112 -1.17233 0.418823 0.918462 -1.63246 1.38527 1.70606 -106.7653 -975.152 -1081.917
920 -0.378039 1.82368 -1.46203 -3.74639 -1.31979 -1.2899 -3.45864 0.290553 0.787158 0.496903 0.494715 0.108286 1.29988 1.23972 1.29113 1.11841 1.29763 -0.176974 0.91316 1.53683 -0.269493 -0.734035 1.13054 -0.439004 -1.38928 1.30159 -1.06291 0.0744064 -0.872613 1.34401 0.308741 0.39096 0.852597 -3.68019 -0.171112 0.445088 -0.912729 -0.247306 -0.978891 1.74877 0.586872 1.38948 -0.0438146 -0.162019 -0.998351 -0.114639 0.991781 -0.110243 0.197998 0.620238 -3.26951 1.66289 0.537525 0.918079 1.71372 -0.141608 0.0125732 -0.0946195 1.69211 0.502485 1.26462 -0.0364767 0.517798 1.09669 -1.25527 1.47141 0.281377 -99.28933 -977.9779 -1077.267
510 -1.58471 1.81411 -1.23579 -3.66716 -1.74383 -1.01124 -0.284707 0.343989 0.760326 0.538307 0.555759 0.000194051 1.29852 1.17115 1.29939 1.29155 1.2993 1.64553 0.141864 1.12425 -0.238853 0.26994 1.00019 -0.103803 -0.885568 1.11071 0.225056 0.611948 0.062903 0.642155 -0.198083 -1.38269 0.175917 -4.45649 -0.479515 -0.304585 1.25635 0.0727013 -0.912499 0.985657 0.0212809 1.02539 0.0448975 0.183005 -1.14379 -0.215816 -0.961459 -1.36672 0.253296 0.364579 -3.33217 -1.21488 -1.3247 0.265252 1.21341 -0.540446 0.148902 0.0678885 -0.754865 -0.289573 0.481207 -0.449588 -0.177507 2.43863 -2.10217 0.468217 0.976278 -96.18821 -987.6843 -1083.873
790 -1.55455 1.69076 -1.24613 -3.75416 -1.65308 -0.956053 -1.46437 0.350399 0.602146 0.587098 0.407964 0.281015 1.29982 1.23384 1.29523 1.11126 1.29986 0.819855 0.638428 1.073 -0.504265 -1.14308 0.56522 1.24289 -1.37818 0.937314 -1.89775 0.357087 -0.364961 0.692775 -1.02286 -2.02624 1.20063 -4.47496 -0.331506 0.303828 0.355893 0.414867 0.996539 0.950823 -0.382062 0.196166 1.40913 0.65051 -1.00594 -0.916851 1.044 -0.419955 0.812519 0.424525 -4.79914 -1.21536 -1.76333 0.0438473 1.09386 -1.17712 -0.580066 0.92198 0.816025 -0.0881773 0.5025 0.376815 0.551112 -0.737611 -1.40153 1.25172 -0.37391 -102.6596 -976.7591 -1079.419
850 -1.63941 1.18102 -1.05937 -3.71681 -2.28762 -1.0673 -1.3946 0.209197 0.805527 0.603942 0.490553 0.164966 1.29798 1.18654 1.29553 1.18772 1.29994 -0.795537 -0.57772 0.503494 -0.487325 -0.226803 -1.25152 0.727746 -1.67666 0.733958 0.77526 -0.629338 -0.27111 0.455634 -0.492014 0.24863 0.775665 -2.68993 -0.47008 0.432056 -1.28908 -1.04715 1.06579 0.609362 0.195686 0.912044 -0.376044 1.73826 -1.525 -0.503203 2.99865 -1.81332 0.751218 -0.109784 -3.97287 -1.00828 -1.0063 0.491304 0.766167 -0.197284 -0.10054 -0.448459 1.99091 -0.381213 0.776221 1.23161 0.00791285 0.101214 -1.95741 0.734711 -0.701853 -96.8477 -978.3709 -1075.219
860 -0.812602 1.21372 -1.40591 -3.7032 -2.04771 -1.19739 -1.67806 0.0244318 0.734463 0.468531 0.481802 0.265931 1.29942 1.16681 1.29716 1.27922 1.29998 1.35086 0.176004 1.83189 0.0713736 2.22156 2.33703 0.0659685 -1.40544 1.43604 0.168635 -0.313651 -0.405094 1.4449 -0.233253 -0.00858108 1.67892 -3.31991 -0.113188 0.192643 -0.303926 -0.0650109 0.597529 1.58492 0.469479 -0.0040311 0.358902 0.703188 -1.19036 -0.265984 1.49054 0.911012 1.12894 0.621071 -3.21824 0.423259 -0.726412 0.652659 1.67415 0.0997548 -0.15303 -0.800842 -0.164003 0.0285995 0.885539 0.259129 1.40023 0.669272 -1.55867 1.315 0.304651 -93.75119 -975.8016 -1069.553
780 -2.18589 1.87742 -1.29668 -3.71045 -1.9091 -1.06599 -0.739029 0.182929 0.844474 0.368027 0.565745 0.00478283 1.29881 1.152 1.28985 1.19813 1.29682 0.237666 0.202901 1.63842 -0.469902 0.647984 1.11807 1.8983 -2.13344 0.875379 -0.838632 1.58676 0.313787 1.32266 -0.475182 0.671958 -0.836718 -2.92115 -0.269325 0.749764 -1.51865 0.823469 -0.0565029 1.96475 0.245485 1.18731 -1.21774 -0.0164985 -1.43814 -0.32721 -0.567493 0.933513 -0.177854 0.323283 -3.299 -0.373152 0.62412 1.86291 1.86376 -0.253916 1.6467 -0.445757 0.141931 0.349796 0.827493 -0.471715 -0.794254 1.32133 -1.86368 1.15004 -0.443683 -97.35246 -985.5991 -1082.952
800 -0.0379113 1.81371 -1.34093 -3.67164 -0.998423 -1.0904 -0.938923 0.237304 0.773143 0.370341 0.56338 0.0726891 1.29886 1.14167 1.28953 1.19128 1.29596 0.800942 -0.311579 2.12769 -0.186563 -0.344571 0.0178241 0.413658 -2.37369 0.898074 -2.08425 0.297898 -0.687316 1.78343 -0.239378 1.32288 0.0740337 -3.75675 -0.182936 0.413953 -1.23598 -0.284445 -0.875904 1.86055 0.245485 -0.952118 -1.17097 -0.0796381 -1.2137 -0.115084 0.392386 -1.1515 -0.333031 0.5201 -2.87162 -0.601961 -0.37014 1.77334 1.88668 -0.117605 -0.739843 -2.04687 0.625416 0.215462 0.671163 0.423772 0.0946616 1.60799 -2.34045 0.691733 0.763708 -101.5534 -981.8849 -1083.438
840 -2.06138 1.40783 -1.36392 -3.72415 -1.32469 -1.03023 -0.667374 0.295717 0.915093 0.470651 0.428996 0.0483173 1.29913 1.16837 1.29823 1.19167 1.29948 -0.962179 -0.346148 1.74632 -0.439587 -0.759058 1.22915 -0.212291 -1.42227 0.9266 1.15875 -0.173969 0.556381 1.40596 -0.0929616 0.551941 0.597833 -2.39093 -0.180429 0.432891 0.678571 0.942645 1.32081 1.53278 0.183276 -0.788549 1.04498 0.572724 -0.909519 -0.51665 0.193042 0.949774 0.589813 0.708005 -4.30812 -1.77323 1.29714 1.5873 1.7448 -0.647701 0.0328585 0.115334 -0.138671 0.162051 0.830573 -0.11336 -2.8206 -0.0423859 -1.56514 1.16935 -1.07327 -99.25317 -976.6322 -1075.885
730 -0.0644473 1.5559 -1.10081 -3.70373 -0.810726 -0.984138 -0.232038 0.184373 0.858807 0.382963 0.455847 0.179414 1.29649 1.17019 1.2991 1.16512 1.29933 -1.09619 0.878424 1.2129 -0.077804 -1.8799 -0.121579 0.349696 -2.07795 0.950155 0.714068 0.85002 1.91417 0.965855 -0.283257 0.502463 0.489255 -2.99505 -0.895892 0.135126 -0.0726165 -0.87321 0.608857 1.36726 0.206162 0.213688 -1.4168 1.11083 -2.0663 -0.639393 1.15431 -0.078949 2.62652 -0.397961 -4.17245 1.03605 -0.00899058 0.667262 1.51383 -0.492488 -0.355491 2.13158 2.70244 -0.462877 0.498813 0.00306458 0.262917 0.463763 -2.91652 0.908737 -1.40386 -109.1679 -976.9727 -1086.141
660 -2.29805 1.47679 -1.40802 -3.73207 -2.15679 -1.24848 -1.34939 0.223831 0.527647 0.473913 0.544779 0.0583413 1.29859 1.14533 1.29991 1.24576 1.29739 0.758632 -1.25207 1.71767 -0.201821 0.973881 -0.180083 0.836774 -1.53556 1.07335 0.458876 0.202542 -0.81779 1.25045 -0.101977 -0.656756 0.400844 -4.61977 0.089847 0.719376 -0.602733 -0.525983 -0.862961 1.78724 0.451492 -0.688391 -0.346019 1.2135 -1.09247 -0.226705 0.073367 -0.112186 -0.548565 0.607031 -3.21308 -0.174684 -0.0443453 1.0424 1.88096 -0.19838 0.0256164 -0.566249 0.972441 0.482207 1.04338 0.148499 -0.0493952 -0.00986001 -1.30117 1.28753 -0.339773 -89.20173 -977.7556 -1066.957
910 -1.1902 1.54064 -1.21419 -3.6512 -2.27946 -0.9454 -3.20978 0.326315 0.787266 0.49311 0.53642 0.0903296 1.2995 1.20705 1.29119 1.23136 1.29957 0.282488 0.892947 1.25625 -0.476459 -0.300108 -0.69837 0.341692 -1.82037 0.828314 -0.5463 0.353484 -0.523963 1.07881 -0.297552 -0.0535791 1.51939 -3.17121 -0.191083 0.173485 0.119565 0.340595 -0.00608698 1.28543 0.0449356 -0.682393 0.723488 1.38801 -1.31456 -0.603788 0.545622 0.0702255 1.34763 -0.130931 -3.44014 -0.606956 0.821921 1.88287 1.4261 -0.526277 -1.84374 0.241292 0.622219 -0.186753 0.629646 -0.560661 0.0805861 -0.140677 -1.69497 0.732396 -0.425914 -93.36763 -975.0676 -1068.435
700 -2.24889 2.27257 -1.23158 -3.7462 -1.18009 -0.968886 -1.5525 0.0020006 0.792328 0.569055 0.545778 0.00955238 1.2994 1.12754 1.29966 1.20108 1.29978 1.87019 0.672272 0.988831 -0.306799 2.23378 -0.390479 -0.896983 -1.43738 0.958164 1.4063 -0.933168 -1.73604 1.10989 -0.243845 -1.11531 0.657531 -4.48176 -0.236514 -0.0251291 -1.98543 0.831098 0.229913 1.11238 -0.044658 0.696047 0.0449594 -0.0201577 -1.13417 -0.393375 -2.14188 0.173842 -0.209346 0.363917 -3.76003 -0.270075 0.537839 0.518978 1.23096 -0.585826 -0.545068 -0.168048 -0.219809 0.0349404 0.359422 -1.5927 -0.879748 0.0965743 -2.01155 0.305271 0.626045 -104.4763 -975.6164 -1080.093
510 -0.161795 1.32167 -1.07956 -3.68211 -0.73739 -1.00013 -1.26731 0.388187 0.843724 0.607603 0.5343 0.089464 1.2996 1.28794 1.29783 1.22949 1.29989 0.51362 -0.575504 0.702528 -0.209441 -1.47165 -0.253259 0.83471 -1.45635 0.839618 -0.522013 0.0159217 0.0097061 0.649272 -0.56536 0.79228 -0.413307 -2.83136 -0.863738 -0.0606906 -0.257906 0.127355 0.35516 0.858435 0.428434 -1.2992 -0.047961 1.57237 -1.2956 -0.482857 0.695768 -1.09735 1.05275 0.202778 -3.43803 1.0984 -0.690808 1.24059 0.927584 -0.37631 -0.780345 -0.549143 1.62957 -0.258792 0.888401 0.564517 -0.163748 1.25266 -1.2686 1.06987 -0.930658 -94.09382 -979.5331 -1073.627
1000 -2.10929 1.7776 -1.26023 -3.66639 -2.55424 -0.940778 -1.32663 0.0104626 0.752935 0.552508 0.585313 0.230924 1.29895 1.17032 1.29986 1.28469 1.2989 1.57391 0.301218 1.32786 -0.141277 -0.666671 -2.01996 0.194763 -1.62202 0.415194 -0.267288 -0.103732 -0.340588 0.811344 -0.132806 -0.68831 -1.15241 -3.66651 -0.24871 0.113878 0.562498 -0.721116 0.297181 1.03054 0.158795 -3.11776 0.162872 0.0863407 -0.930698 -0.508399 0.775881 -0.121309 -0.209363 0.354087 -3.15278 1.49066 -1.11151 1.22751 1.19374 -0.523346 -0.0625003 0.704657 0.593642 -0.0257614 0.458809 -0.0928291 -1.41934 0.360777 -1.56699 0.617896 -0.163239 -93.82936 -980.7746 -1074.604
820 -1.28636 1.79842 -1.36421 -3.71425 -0.585485 -1.1138 -0.546878 0.0838472 0.787508 0.404312 0.4928 0.13212 1.29999 1.24627 1.29952 1.12539 1.29995 -0.193022 -0.569683 1.85457 -0.121959 -0.462654 0.368933 0.912473 -1.77679 1.24238 -0.794846 1.26303 -1.50213 1.49077 -0.308561 0.614501 1.35261 -3.81217 -0.194943 0.371861 -0.185263 0.837613 0.044397 1.75887 0.200563 -1.67531 -1.51294 -0.0114647 -1.15006 -0.10756 0.948142 -0.471794 1.83013 0.608761 -3.96709 1.21357 -0.959249 0.68924 1.96153 -0.459308 1.49083 -1.0017 -0.162094 0.123682 0.889697 -0.202227 0.0946616 -0.620854 -1.80451 1.11594 -0.127272 -101.4149 -970.8606 -1072.275
